ResponseId,state,empsta,weights,hcity,zip_code,urban,suburban,rural,ext_earthquake_impact_wlb,earthquake_imp_1,earthquake_imp_2,earthquake_imp_3,earthquake_imp_4,earthquake_imp_5,ext_earthquake_cope,ext_earthquake_likely_repeat,ext_earthquake_affect,ext_earthquake_lkly_normal_business,ext_earthquake_lkly_stay_home,ext_earthquake_lkly_seek_shelter,ext_earthquake_lkly_social_connection,ext_earthquake_lkly_leave_town,ext_earthquake_lkly_supplies,ext_earthquake_lkly_follow_officials,ext_earthquake_lkly_comm_supports,ext_earthquake_wfh,ext_earthquake_car_travel,ext_earthquake_walk_bike_mode,ext_earthquake_transit_use,ext_earthquake_stay_home,ext_earthquake_stay_family_friends,ext_earthquake_check_family_friends,ext_earthquake_volunteer_community,CR,SE,PR,female,age_3150,age_5165,age_65p,age_cat,edu_bs,bs_grad,white,black,asian,hispanic_raw,hispanic_c,race_cat,in50,in50100,income_cat,hhsize1,hhsize2,hhsize_cat,child,dis_yes,work_out,tcom_no,sa_home,hhveh0,ac_raw,ac_c,PopDens_low,PopDens_medium,PopDens_high,PopDens_cat,EmpDens_low,EmpDens_medium,EmpDens_high,EmpDens_cat,NetworkDensity_low,NetworkDensity_medium,NetworkDensity_high,NetworkDensity_cat,Diversity_low,Diversity_medium,Diversity_high,Diversity_cat,TransitAccess_low,TransitAccess_medium,TransitAccess_high,TransitAccess_cat,NatWalkInd_very_low,NatWalkInd_low,NatWalkInd_high,NatWalkInd_very_high,NatWalkInd_cat
4540,49,2,0.024577194,0,98012,0,1,0,3,0,0,1,0,0,3,4,3,2,5,4,1,1,5,5,5,2,2,2,2,3,4,3,2,-1.133768945,0.104161923,-0.649270455,1,0,1,0,3,1,1,0,0,1,2,0,3,0,1,2,0,0,3,1,1,0,0,0,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,3
4545,45,2,0.283504761,1,75227,0,1,0,3,0,0,1,0,0,2,4,3,3,3,3,2,3,2,3,3,2,2,2,2,2,3,3,3,-0.732937396,1.300193831,0.354332272,1,1,0,0,2,0,0,0,0,0,1,1,1,1,0,1,0,0,3,1,0,0,0,1,0,-9,0,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,2,0,0,1,0,3
4547,49,2,0.074513603,0,98164,1,0,0,2,0,1,0,0,0,2,3,2,4,2,5,3,4,5,3,4,1,2,3,2,1,2,3,3,-0.297616228,1.169123502,-0.511045417,1,1,0,0,2,0,0,1,0,0,1,1,1,0,1,2,0,0,3,1,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4554,37,4,1.730771026,0,73160,0,1,0,3,0,0,1,0,0,1,5,2,5,1,1,4,1,5,5,1,2,2,2,2,2,3,3,4,1.085324516,0.908097147,0.937440823,0,1,0,0,2,0,0,1,0,0,2,0,4,0,1,2,0,0,3,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
4556,45,2,0.317519096,1,75701,0,1,0,3,0,0,1,0,0,3,4,3,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,3,-0.849085224,0.243209007,-1.040977825,1,0,0,0,1,0,0,0,1,0,2,0,2,1,0,1,0,0,3,1,0,0,0,0,0,-9,0,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,3,1,0,0,1,0,1,0,0,2
4561,49,4,0.021224768,0,98001,0,1,0,2,0,1,0,0,0,1,5,5,2,2,2,2,1,2,4,3,2,2,3,2,3,4,2,4,-1.741422257,-0.043280537,0.075400097,1,1,0,0,2,0,0,1,0,0,1,1,1,0,1,2,0,0,3,1,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,2,0,1,0,0,2
4568,14,4,0.387286878,0,62812,0,1,0,2,0,1,0,0,0,3,3,2,4,4,2,2,2,4,4,2,2,1,1,1,3,3,3,4,0.382139322,-1.104816231,-0.869352538,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
4570,49,4,0.005573098,0,98370,0,1,0,1,1,0,0,0,0,1,5,3,5,4,3,5,5,5,5,5,3,1,2,2,3,2,2,2,1.280769789,-1.045115768,0.521082054,0,1,0,0,2,0,0,1,0,0,2,0,4,0,0,0,1,0,1,0,0,0,0,0,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,0,1,0,0,2
4598,34,2,1.109179692,0,28562,0,1,0,1,1,0,0,0,0,1,1,0,5,5,2,2,1,3,4,4,2,2,2,2,2,4,3,4,0.376493457,-0.388101477,0.403654406,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,1,1,0,-9,0,1,0,0,1,0,1,0,2,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,0,1
4613,18,1,0.447156409,0,41095,0,0,1,5,0,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,2,3,3,1,3,2,3,3,0.473282863,1.202350453,0.332148603,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
4621,49,1,0.07873388,0,98109,1,0,0,5,0,0,0,0,1,2,5,5,5,4,5,4,5,4,5,4,3,1,1,3,1,3,2,2,0.445064266,1.392239121,0.479526769,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,1,1,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,0,0,1,4
4627,49,2,0.019491298,0,98101,1,0,0,3,0,0,1,0,0,3,4,4,4,5,4,5,5,5,5,4,2,1,2,2,3,3,2,3,0.342875472,0.873748136,1.092552405,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
4632,49,2,0.011424372,0,98121,1,0,0,3,0,0,1,0,0,2,4,3,4,5,4,4,3,4,4,4,2,3,1,2,3,2,3,2,0.216838442,0.695095888,-0.24671954,0,1,0,0,2,0,1,1,0,0,2,0,4,0,1,2,0,0,3,1,0,1,1,1,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
4639,5,2,6.559153155,0,94134,1,0,0,2,0,1,0,0,0,3,3,3,4,5,5,5,3,5,5,5,2,2,2,1,2,3,3,3,0.791933384,1.196810747,0.768252601,0,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
4640,49,2,0.093545508,0,98052,0,1,0,3,0,0,1,0,0,3,2,2,2,1,2,3,3,2,2,3,2,1,1,1,3,2,2,2,-0.400256376,0.297964622,-0.883742125,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,1,0,0,-9,0,0,1,0,2,0,0,1,3,0,1,0,2,1,0,0,1,1,0,0,1,0,0,1,0,3
4651,10,2,2.180643002,1,32801,0,1,0,4,0,0,0,1,0,1,5,5,4,5,4,3,4,5,4,5,2,3,2,2,3,3,3,2,0.081456732,1.120621948,0.34649694,0,1,0,0,2,1,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,1,1,0,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
4652,49,2,0.027561981,0,98112,1,0,0,5,0,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,1,3,3,2,3,4,1,1,0.489517684,1.745638849,-0.440840202,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,1,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,0,0,1,4
4655,48,2,10.27711698,0,22206,1,0,0,1,1,0,0,0,0,1,3,1,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,-0.251983053,0.365010233,-0.268049205,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,3,1,0,1,0,0,1,1,0,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,1,0,0,0,1,4
4657,49,2,0.050274066,0,98108,1,0,0,3,0,0,1,0,0,1,6,3,5,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,0.655549643,0.43017944,0.475898965,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,1,1,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,0,0,0,1,4
4658,45,1,1.31614326,1,77073,0,1,0,1,1,0,0,0,0,2,5,4,5,4,5,4,5,4,5,5,2,2,2,2,2,4,3,3,0.53122779,1.064001595,1.484467847,1,1,0,0,2,0,0,0,1,0,1,1,1,1,0,1,0,0,3,0,1,0,0,1,1,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,0,1,3,1,0,0,1,0,1,0,0,2
4667,45,3,1.256441591,1,77379,0,1,0,1,1,0,0,0,0,1,4,3,4,4,2,2,2,2,4,2,2,2,2,2,2,3,3,3,0.087139241,0.769958913,-0.180239182,0,1,0,0,2,1,1,0,1,0,2,0,2,0,1,2,1,0,1,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,0,1,0,0,2
4685,49,4,0.211414933,0,98444,0,1,0,2,0,1,0,0,0,2,4,4,2,4,3,4,3,4,4,4,2,1,2,2,3,2,2,2,-0.516828559,0.299851433,-0.711577646,1,0,1,0,3,0,0,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,1,1,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,0,1,0,2,0,0,0,1,4
4704,49,1,0.020751407,0,98107,1,0,0,4,0,0,0,1,0,2,5,4,4,5,4,3,4,4,4,4,3,2,2,3,2,3,2,3,0.712206437,0.977388621,-0.436368792,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,1,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,4
4707,49,2,0.013119493,0,98373,0,1,0,2,0,1,0,0,0,2,4,5,2,2,2,2,3,2,2,4,3,1,1,1,1,2,1,1,-0.994410699,1.040848464,-1.471105646,0,1,0,0,2,0,0,0,0,0,2,0,5,1,0,1,0,1,2,1,0,0,1,1,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,0,3
4710,49,4,0.088583803,0,98027,0,1,0,2,0,1,0,0,0,1,4,3,3,4,3,3,2,4,4,4,2,2,2,2,2,4,2,2,0.638821146,-0.079037784,-0.709063377,0,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,0,2
4713,9,2,1.15867024,0,20010,1,0,0,2,0,1,0,0,0,3,1,0,1,1,5,5,5,2,5,5,2,1,3,2,2,2,2,4,1.126788259,1.31069657,0.900388977,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,3,0,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,4
4729,37,4,3.147551963,0,74011,0,1,0,1,1,0,0,0,0,2,3,2,3,3,1,4,1,5,5,2,3,1,1,2,3,3,2,4,0.820049262,-0.634860295,0.602222947,0,1,0,0,2,0,0,1,0,0,1,1,1,1,0,1,0,0,3,0,0,0,0,1,0,1,1,0,1,0,2,1,0,0,1,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,0,2
4730,49,4,0.009803261,0,98290,0,1,0,2,0,1,0,0,0,1,4,4,1,4,3,3,2,5,5,4,2,2,2,2,2,3,3,3,0.3694218,-0.773266342,-0.065602193,1,0,0,1,4,1,1,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,0,0,0,-9,0,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,0,1
4733,49,2,0.028898123,0,98467,0,1,0,2,0,1,0,0,0,3,2,2,3,3,3,3,3,4,4,2,2,2,2,2,2,4,3,4,-0.850382145,-0.550962728,-0.308545669,0,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,1,3,0,1,0,2,1,0,0,1,0,0,1,3,0,1,0,2,0,0,1,0,3
4734,31,2,0.895178242,0,7747,0,1,0,1,1,0,0,0,0,1,3,0,3,3,3,4,3,4,4,4,2,2,2,2,2,4,2,3,-1.403947305,-0.500038467,0.023025953,1,0,1,0,3,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,0,0,1,0,3
4741,39,4,18.17805846,0,17110,1,0,0,3,0,0,1,0,0,2,2,2,3,4,2,2,2,4,3,3,1,2,3,3,3,3,3,4,-1.520736065,-0.753318219,-1.468491826,1,1,0,0,2,0,0,0,0,1,2,0,3,0,1,2,1,0,1,0,0,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,0,1,0,2,0,0,1,0,3
4742,10,2,3.585176231,1,33166,0,1,0,3,0,0,1,0,0,3,6,4,3,4,2,2,3,4,4,3,2,2,1,2,2,1,2,1,-1.003800329,-0.592163985,-1.349069776,1,1,0,0,2,1,1,0,0,0,1,1,1,0,1,2,0,0,3,1,0,0,0,0,0,-9,0,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,2,0,0,1,3,0,0,0,1,4
4743,21,2,3.93607044,0,21030,1,0,0,1,1,0,0,0,0,1,2,0,5,4,1,1,1,1,5,3,2,2,2,2,2,1,3,3,0.331911695,-0.920525949,0.651207209,0,0,1,0,3,0,1,1,0,0,2,0,4,0,0,3,0,0,3,0,0,0,0,0,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,3,0,1,0,2,0,0,1,0,3
4745,49,2,0.143087722,0,98133,1,0,0,1,1,0,0,0,0,2,4,4,2,4,3,3,3,4,4,4,2,2,2,2,2,3,3,4,-0.628629521,-0.041918199,-0.668732665,0,0,1,0,3,0,1,0,0,1,2,0,3,0,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,1,0,0,1,0,0,0,1,4
4749,49,4,0.015694489,0,98349,0,1,0,4,0,0,0,1,0,3,4,4,2,4,2,4,3,3,5,4,2,1,3,3,2,2,2,2,0.465801795,0.391510682,-0.878555337,1,0,1,0,3,1,1,1,0,0,2,0,4,1,0,1,1,0,1,0,1,0,0,1,0,-9,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
4753,34,2,0.37665619,0,27205,0,1,0,1,1,0,0,0,0,2,6,1,2,3,4,3,4,4,5,4,2,2,2,2,2,4,2,2,-0.572514826,-0.847060872,0.640380727,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,1,1,0,-9,0,1,0,0,1,1,0,0,1,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,0,1
4755,49,2,0.083278195,0,98042,0,1,0,3,0,0,1,0,0,2,5,3,4,4,2,3,4,4,5,5,2,1,1,1,2,2,2,3,0.821889351,0.240766908,0.613285231,0,0,0,1,4,1,1,1,0,0,2,0,4,0,1,2,1,0,1,0,0,0,0,1,0,-9,0,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
4764,3,2,0.11904179,1,85355,0,1,0,1,1,0,0,0,0,2,4,4,1,1,5,5,5,5,5,5,1,1,1,1,3,2,2,2,1.090612622,1.705468787,0.716202312,1,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
4766,49,4,0.025710787,0,98122,1,0,0,1,1,0,0,0,0,2,3,3,2,5,4,3,4,4,4,3,2,1,2,2,2,4,2,2,-0.720130729,-0.650485378,0.299555721,1,1,0,0,2,0,1,0,0,1,2,0,3,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,4
4778,49,2,0.047703923,0,98204,1,0,0,1,1,0,0,0,0,1,4,3,5,3,1,5,3,4,4,4,2,3,2,3,1,2,2,2,0.324523651,-0.290463953,0.431420229,1,1,0,0,2,0,0,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,3,0,1,0,2,0,0,1,3,1,0,0,1,0,0,0,1,4
4780,49,4,0.16515736,0,98388,0,1,0,2,0,1,0,0,0,1,4,4,4,5,1,2,1,5,5,5,2,1,3,3,3,1,2,2,-0.038595688,0.396822667,0.857571912,0,0,0,1,4,0,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,1,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,0,2
4793,49,2,0.11140375,0,98366,0,1,0,3,0,0,1,0,0,2,2,3,1,2,4,4,5,3,4,3,1,1,1,2,1,2,2,2,-0.711437179,0.569427503,-0.593836462,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,3,0,0,3,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,2,0,1,0,2,0,0,1,0,3
4796,49,2,0.012901375,0,98372,0,1,0,2,0,1,0,0,0,2,4,3,1,4,2,1,1,5,5,5,3,1,3,1,3,2,2,2,0.797097458,-0.266033752,-0.23906375,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,1,0,0,1,1,0,1,0,2,0,0,1,3,0,0,1,3,0,1,0,2,0,1,0,2,0,1,0,0,2
4800,49,4,0.029268835,0,98168,0,1,0,1,1,0,0,0,0,2,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,-1.333541688,0.044111395,0.049760053,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,0,1,0,2,0,0,1,0,3
4807,49,2,0.052292427,0,98003,1,0,0,3,0,0,1,0,0,3,4,4,2,5,5,5,1,5,5,5,2,2,3,1,3,2,2,2,1.282310737,0.663105181,0.620147556,0,1,0,0,2,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,1,0,1,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0,1,0,0,0,1,4
4809,49,2,0.065843944,0,98310,0,1,0,1,1,0,0,0,0,2,3,3,5,1,1,3,3,3,1,3,2,2,2,2,2,4,2,2,-1.78400923,-0.253647805,1.182818113,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,3,0,0,3,1,0,0,0,0,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,0,1,0,2,0,1,0,2,0,0,0,1,4
4814,49,4,0.037530664,0,98109,1,0,0,3,0,0,1,0,0,1,5,4,2,4,3,2,2,4,4,4,3,2,2,1,3,3,2,2,-1.252010391,-1.050401666,0.654287841,0,0,1,1,4,0,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,1,0,2,0,0,0,1,4
4823,39,3,1.583466756,0,19143,1,0,0,4,0,0,0,1,0,3,5,4,4,3,2,4,3,3,4,4,2,2,2,2,2,4,4,4,-1.009387104,0.908840458,0.483278903,0,1,0,0,2,1,1,0,1,0,2,0,2,0,0,3,0,0,3,1,1,0,0,0,0,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,4
4834,49,2,0.055769519,0,98122,1,0,0,4,0,0,0,1,0,2,4,4,4,5,4,3,5,4,4,5,1,3,3,1,1,1,2,1,0.642514583,0.711406179,1.182907772,1,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,1,1,0,1,0,-9,0,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,3,0,0,1,3,0,0,0,1,4
4837,49,2,0.011424372,0,98107,1,0,0,3,0,0,1,0,0,3,4,3,4,5,5,3,3,5,4,4,3,2,1,2,3,2,3,2,-0.69543123,0.598174423,-0.084009299,0,1,0,0,2,0,1,1,0,0,2,0,4,0,1,2,0,0,3,1,0,0,0,1,0,0,0,0,0,1,3,0,0,1,3,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,4
4841,49,4,0.016439288,0,98223,0,1,0,1,1,0,0,0,0,1,4,3,4,4,1,1,1,4,4,1,2,2,2,2,2,4,3,4,-0.608327446,-1.0148177,-0.262457851,1,0,1,1,4,0,0,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
4845,49,2,0.025647794,0,98101,1,0,0,3,0,0,1,0,0,3,3,3,3,4,3,4,3,4,3,3,2,2,2,1,2,3,2,3,-0.33854388,0.00589719,-0.575112854,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,1,0,-9,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,1,3,0,0,0,1,4
4847,49,4,0.008456979,0,98407,0,1,0,3,0,0,1,0,0,2,4,3,2,5,2,2,1,4,5,5,2,1,1,2,2,3,3,2,0.061821362,0.094501295,-0.64311752,1,0,1,0,3,0,0,1,0,0,2,0,4,1,0,1,0,0,3,0,1,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,1,0,0,1,1,0,0,1,0,1,0,2,0,0,0,1,4
4850,49,2,0.071090846,0,98168,0,1,0,3,0,0,1,0,0,2,3,3,4,4,5,4,5,5,5,5,2,1,3,3,3,3,3,3,0.52717975,0.666890357,0.954695551,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,0,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,0,1,0,2,0,1,0,2,0,0,1,0,3
4851,49,4,0.011162241,0,98111,1,0,0,2,0,1,0,0,0,3,4,4,2,4,2,4,3,5,5,4,2,2,1,1,3,2,2,3,-0.66022672,0.470868824,-0.431292294,1,0,0,1,4,0,1,1,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4855,49,2,0.066153567,0,98198,1,0,0,3,0,0,1,0,0,3,4,3,3,4,4,3,3,5,5,4,2,2,3,2,3,2,3,2,-0.239823367,0.889383486,0.650242985,0,0,1,0,3,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,1,1,1,0,-9,0,0,0,1,3,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,0,3
4867,23,2,1.230282643,0,49505,0,1,0,1,1,0,0,0,0,1,1,1,4,4,3,3,2,4,4,4,2,2,2,2,2,3,2,3,-0.361348165,0.217633868,1.323839324,0,1,0,0,2,1,1,0,0,0,1,1,1,0,1,2,0,0,3,1,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,2,1,0,0,1,0,0,1,0,3
4869,36,4,0.209238907,0,45225,0,1,0,3,0,0,1,0,0,2,4,2,5,4,3,2,1,4,3,2,1,3,2,3,2,2,3,3,-0.790888326,0.396426996,-0.65579463,1,1,0,0,2,0,0,0,1,0,2,0,2,1,0,1,0,0,3,1,0,0,0,0,1,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,0,0,1,0,3
4873,33,2,0.861781743,0,11347,0,0,0,5,0,0,0,0,1,1,5,5,5,5,4,5,5,4,5,4,1,3,1,1,3,1,2,1,0.724036223,1.293987726,0.528035271,0,1,0,0,2,0,1,1,0,0,2,0,4,0,0,3,0,0,3,1,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4874,49,4,0.294529648,0,98021,0,1,0,3,0,0,1,0,0,2,4,2,2,5,3,3,2,3,4,3,2,2,2,2,3,3,3,3,-1.215533875,-0.281003112,-0.141437558,0,0,0,1,4,0,0,1,0,0,2,0,4,0,0,3,0,0,3,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,0,1,0,0,2
4917,3,4,0.013452707,1,85302,0,1,0,3,0,0,1,0,0,3,1,3,4,4,2,2,2,4,4,2,2,2,2,2,2,3,3,3,-0.04423143,-0.710677499,0.30663793,1,0,0,1,4,0,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,0,0,0,1,1,0,0,1,3,0,1,0,2,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,1,4
4922,3,2,0.049489122,1,85326,0,1,0,3,0,0,1,0,0,1,5,3,4,3,3,4,3,4,5,4,3,2,3,2,3,3,2,2,0.208468117,0.904679984,0.488809973,0,0,0,1,4,0,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,1,1,0,-9,0,1,0,0,1,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1
4925,3,4,0.005965273,1,85381,0,1,0,1,1,0,0,0,0,1,1,1,3,4,1,1,1,3,3,1,2,2,2,2,2,1,3,1,-2.327469607,-0.09047757,0.417682825,1,0,0,1,4,0,0,1,0,0,2,0,4,1,0,1,0,0,3,1,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,0,0,1,0,3
4967,49,2,0.062167077,0,98388,0,1,0,1,1,0,0,0,0,1,4,3,2,4,4,4,4,4,5,4,2,1,3,3,3,1,2,2,0.89070675,1.023550582,0.779488576,0,0,0,1,4,0,1,1,0,0,2,0,4,0,1,2,0,1,2,0,0,0,1,1,0,-9,0,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,0,2
4980,3,2,0.105214009,1,85215,0,1,0,2,0,1,0,0,0,1,1,0,5,5,1,1,1,5,5,5,3,2,2,2,2,2,2,2,1.009648752,1.513731119,0.67111343,1,0,0,1,4,1,1,1,0,0,2,0,4,0,0,3,0,1,2,0,0,0,0,1,0,-9,0,0,1,0,2,0,1,0,2,0,0,1,3,1,0,0,1,1,0,0,1,0,1,0,0,2
4997,49,2,0.063977119,0,98258,0,1,0,1,1,0,0,0,0,1,4,1,3,4,3,1,5,5,5,5,2,2,2,2,2,3,3,3,0.935333853,1.490852768,0.606641344,1,1,0,0,2,0,0,1,0,1,2,0,3,0,1,2,0,0,3,1,0,0,0,1,0,-9,0,0,1,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,2,0,1,0,0,2
